Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Bradley,Indiana State,2018,1,101,101.4,101.1,105.2
VMI,Furman,2018,0,102.3,112.3,109,96.3
Furman,VMI,2018,1,109,96.3,102.3,112.3
Austin Peay,Mississippi St.,2018,0,110.8,106.7,117.5,96.7
Mississippi St.,Austin Peay,2018,1,117.5,96.7,110.8,106.7
Drexel,Rutgers,2018,0,105.5,112.9,105.6,96.3
Rutgers,Drexel,2018,1,105.6,96.3,105.5,112.9
Stetson,USC,2018,0,97.6,113.3,109.3,101.6
USC,Stetson,2018,1,109.3,101.6,97.6,113.3
DePaul,Notre Dame,2018,0,110.7,104.5,108.3,100.8
Notre Dame,DePaul,2018,1,108.3,100.8,110.7,104.5
East Carolina,UNC Wilmington,2018,0,98,107,105.4,114.4
UNC Wilmington,East Carolina,2018,1,105.4,114.4,98,107
Utah State,BYU,2018,0,113,96.4,111.7,104.1
BYU,Utah State,2018,1,111.7,104.1,113,96.4
Chattanooga,Georgia State,2018,0,101.6,109.4,108,102.4
Georgia State,Chattanooga,2018,1,108,102.4,101.6,109.4
North Florida,Florida State,2018,0,103.8,104.6,113,90.5
Florida State,North Florida,2018,1,113,90.5,103.8,104.6
California,Fresno State,2018,0,103,110.2,108.3,98.6
Fresno State,California,2018,1,108.3,98.6,103,110.2
Ohio,Purdue,2018,0,98.7,100.2,121.1,95.1
Purdue,Ohio,2018,1,121.1,95.1,98.7,100.2
Elon,UMKC,2018,0,99,111.1,101,107.2
UMKC,Elon,2018,1,101,107.2,99,111.1
Tennessee State,Vanderbilt,2018,0,98.6,109.5,102.1,101.2
Vanderbilt,Tennessee State,2018,1,102.1,101.2,98.6,109.5
North Florida,Auburn,2018,0,103.8,104.6,119.7,96.3
Auburn,North Florida,2018,1,119.7,96.3,103.8,104.6
Rice,UTSA,2018,0,103,110.4,105.8,104.1
UTSA,Rice,2018,1,105.8,104.1,103,110.4
Iona,Niagara,2018,0,106.5,109.7,101.6,115.2
Niagara,Iona,2018,1,101.6,115.2,106.5,109.7
Stetson,Lipscomb,2018,0,97.6,113.3,111,97.2
Lipscomb,Stetson,2018,1,111,97.2,97.6,113.3
Minnesota,Illinois,2018,0,110.7,96.3,109.1,100.7
Illinois,Minnesota,2018,1,109.1,100.7,110.7,96.3
Illinois,Iowa,2018,0,109.1,100.7,117.2,101.3
Iowa,Illinois,2018,1,117.2,101.3,109.1,100.7
Memphis,Tulsa,2018,0,109,97.7,104.7,100.5
Tulsa,Memphis,2018,1,104.7,100.5,109,97.7
Arizona,Arizona State,2018,0,105,98.2,109.9,98.6
Arizona State,Arizona,2018,1,109.9,98.6,105,98.2
VMI,Wofford,2018,0,102.3,112.3,118.5,97.7
Wofford,VMI,2018,1,118.5,97.7,102.3,112.3
Nebraska,Penn State,2018,0,112.6,97.2,109.5,94.2
Penn State,Nebraska,2018,1,109.5,94.2,112.6,97.2
SMU,UCF,2018,0,112,106.8,110.5,95.8
UCF,SMU,2018,1,110.5,95.8,112,106.8
Arkansas State,Abilene Christ.,2018,0,102.3,110,103.7,101.6
Abilene Christ.,Arkansas State,2018,1,103.7,101.6,102.3,110
Army,Duke,2018,0,96.2,103,120.1,88.2
Duke,Army,2018,1,120.1,88.2,96.2,103
Texas A&M,Gonzaga,2018,0,107,99.5,125.2,92.5
Gonzaga,Texas A&M,2018,1,125.2,92.5,107,99.5
Siena,Hofstra,2018,0,100.5,109,116.3,108.7
Hofstra,Siena,2018,1,116.3,108.7,100.5,109
Hampton,Norfolk State,2018,0,107.5,110.1,97.6,106
Norfolk State,Hampton,2018,1,97.6,106,107.5,110.1
UAB,Memphis,2018,0,106.5,104.6,109,97.7
Memphis,UAB,2018,1,109,97.7,106.5,104.6
Creighton,Nebraska,2018,0,112.9,99.6,112.6,97.2
Nebraska,Creighton,2018,1,112.6,97.2,112.9,99.6
Jacksonville,Indiana,2018,0,98.8,106.2,110.2,95.1
Indiana,Jacksonville,2018,1,110.2,95.1,98.8,106.2
Fairfield,Iona,2018,0,95.8,107.3,106.5,109.7
Iona,Fairfield,2018,1,106.5,109.7,95.8,107.3
San Jose State,UNLV,2018,0,91.8,113.7,105.9,106.1
UNLV,San Jose State,2018,1,105.9,106.1,91.8,113.7
East Carolina,Houston,2018,0,98,107,114.2,91.8
Houston,East Carolina,2018,1,114.2,91.8,98,107
UNLV,San Diego State,2018,0,105.9,106.1,103.8,98.8
San Diego State,UNLV,2018,1,103.8,98.8,105.9,106.1
Chicago State,Cal Baptist,2018,0,90.3,118.3,106.7,109.3
Cal Baptist,Chicago State,2018,1,106.7,109.3,90.3,118.3
Saint Mary's,Gonzaga,2018,0,114.7,97.1,125.2,92.5
Gonzaga,Saint Mary's,2018,1,125.2,92.5,114.7,97.1
Montana State,Weber State,2018,0,107.5,115.2,101.4,106.5
Weber State,Montana State,2018,1,101.4,106.5,107.5,115.2
Austin Peay,Murray State,2018,0,110.8,106.7,112.2,98.7
Murray State,Austin Peay,2018,1,112.2,98.7,110.8,106.7
FIU,Marshall,2018,0,102,105.2,107.4,107.6
Marshall,FIU,2018,1,107.4,107.6,102,105.2
Bucknell,Colgate,2018,0,105.5,103.7,110.1,105.8
Colgate,Bucknell,2018,1,110.1,105.8,105.5,103.7
Sacred Heart,Holy Cross,2018,0,104.2,110.7,101,107.8
Holy Cross,Sacred Heart,2018,1,101,107.8,104.2,110.7
Maine,San Francisco,2018,0,93.1,111.8,111.8,101.9
San Francisco,Maine,2018,1,111.8,101.9,93.1,111.8
Green Bay,Iowa,2018,0,103,106.5,117.2,101.3
Iowa,Green Bay,2018,1,117.2,101.3,103,106.5
Campbell,Georgetown,2018,0,107.8,109.9,109.2,101.9
Georgetown,Campbell,2018,1,109.2,101.9,107.8,109.9
San Diego,Ole Miss,2018,0,105.5,98.1,112.9,97.7
Ole Miss,San Diego,2018,1,112.9,97.7,105.5,98.1
Portland,Colorado,2018,0,94.3,110,107,96.5
Colorado,Portland,2018,1,107,96.5,94.3,110
Marshall,Duquesne,2018,0,107.4,107.6,104.4,105.3
Duquesne,Marshall,2018,1,104.4,105.3,107.4,107.6
Army,Fairl. Dickinson,2018,0,96.2,103,106.7,110.5
Fairl. Dickinson,Army,2018,1,106.7,110.5,96.2,103
UNC Wilmington,Furman,2018,0,105.4,114.4,109,96.3
Furman,UNC Wilmington,2018,1,109,96.3,105.4,114.4
Florida A&M,Utah,2018,0,89,103.3,114.3,108.9
Utah,Florida A&M,2018,1,114.3,108.9,89,103.3
UCLA,Cincinnati,2018,0,108.5,102.6,111.7,94.6
Cincinnati,UCLA,2018,1,111.7,94.6,108.5,102.6
Murray State,Auburn,2018,0,112.2,98.7,119.7,96.3
Auburn,Murray State,2018,1,119.7,96.3,112.2,98.7
Drexel,Northeastern,2018,0,105.5,112.9,111.5,102.8
Northeastern,Drexel,2018,1,111.5,102.8,105.5,112.9
Tulane,Cincinnati,2018,0,96.6,107.4,111.7,94.6
Cincinnati,Tulane,2018,1,111.7,94.6,96.6,107.4
Nebraska,Iowa,2018,0,112.6,97.2,117.2,101.3
Iowa,Nebraska,2018,1,117.2,101.3,112.6,97.2
Milwaukee,Detroit,2018,0,98.3,109.5,106.2,112.6
Detroit,Milwaukee,2018,1,106.2,112.6,98.3,109.5
Georgia,Auburn,2018,0,105.9,101.7,119.7,96.3
Auburn,Georgia,2018,1,119.7,96.3,105.9,101.7
Holy Cross,Bucknell,2018,0,101,107.8,105.5,103.7
Bucknell,Holy Cross,2018,1,105.5,103.7,101,107.8
William & Mary,UNC Wilmington,2018,0,103.4,108.1,105.4,114.4
UNC Wilmington,William & Mary,2018,1,105.4,114.4,103.4,108.1
West Virginia,Iowa State,2018,0,109.1,101.9,119.1,97.3
Iowa State,West Virginia,2018,1,119.1,97.3,109.1,101.9
VMI,UNC Greensboro,2018,0,102.3,112.3,106.6,97.9
UNC Greensboro,VMI,2018,1,106.6,97.9,102.3,112.3
Boise State,Nevada,2018,0,107.2,104,114.1,95.2
Nevada,Boise State,2018,1,114.1,95.2,107.2,104
William & Mary,Hofstra,2018,0,103.4,108.1,116.3,108.7
Hofstra,William & Mary,2018,1,116.3,108.7,103.4,108.1
Presbyterian,Winthrop,2018,0,109.1,111.1,106.4,107.7
Winthrop,Presbyterian,2018,1,106.4,107.7,109.1,111.1
Navy,Colgate,2018,0,97.2,107.1,110.1,105.8
Colgate,Navy,2018,1,110.1,105.8,97.2,107.1
Syracuse,UNC,2018,0,110.2,94,119.9,90.8
UNC,Syracuse,2018,1,119.9,90.8,110.2,94
USC,UCLA,2018,0,109.3,101.6,108.5,102.6
UCLA,USC,2018,1,108.5,102.6,109.3,101.6
UCLA,Colorado,2018,0,108.5,102.6,107,96.5
Colorado,UCLA,2018,1,107,96.5,108.5,102.6
Idaho,Weber State,2018,0,94.9,118.8,101.4,106.5
Weber State,Idaho,2018,1,101.4,106.5,94.9,118.8
Iowa,Nebraska,2018,0,117.2,101.3,112.6,97.2
Nebraska,Iowa,2018,1,112.6,97.2,117.2,101.3
Winthrop,Vanderbilt,2018,0,106.4,107.7,102.1,101.2
Vanderbilt,Winthrop,2018,1,102.1,101.2,106.4,107.7
Rice,Penn,2018,0,103,110.4,104,99.8
Penn,Rice,2018,1,104,99.8,103,110.4
Utah Valley,Saint Mary's,2018,0,108.9,102.1,114.7,97.1
Saint Mary's,Utah Valley,2018,1,114.7,97.1,108.9,102.1
VMI,Kentucky,2018,0,102.3,112.3,118.3,90.9
Kentucky,VMI,2018,1,118.3,90.9,102.3,112.3
Rider,West Virginia,2018,0,101.3,105.8,109.1,101.9
West Virginia,Rider,2018,1,109.1,101.9,101.3,105.8
BYU,Illinois State,2018,0,111.7,104.1,101.2,104.6
Illinois State,BYU,2018,1,101.2,104.6,111.7,104.1
Texas Southern,Georgia,2018,0,104,108.6,105.9,101.7
Georgia,Texas Southern,2018,1,105.9,101.7,104,108.6
Oakland,Northeastern,2018,0,107.4,109.5,111.5,102.8
Northeastern,Oakland,2018,1,111.5,102.8,107.4,109.5
UNC Asheville,Wofford,2018,0,92.9,117,118.5,97.7
Wofford,UNC Asheville,2018,1,118.5,97.7,92.9,117
North Dakota,Marquette,2018,0,97.4,106.2,114.1,95.9
Marquette,North Dakota,2018,1,114.1,95.9,97.4,106.2
Marshall,Texas A&M,2018,0,107.4,107.6,107,99.5
Texas A&M,Marshall,2018,1,107,99.5,107.4,107.6
IUPUI,Northern Ky.,2018,0,103.4,105.8,109.4,102.7
Northern Ky.,IUPUI,2018,1,109.4,102.7,103.4,105.8
Kennesaw State,Yale,2018,0,91.8,110.7,111.7,103.2
Yale,Kennesaw State,2018,1,111.7,103.2,91.8,110.7
Stanford,UCLA,2018,0,103.4,98.2,108.5,102.6
UCLA,Stanford,2018,1,108.5,102.6,103.4,98.2
Wake Forest,Georgia Tech,2018,0,104.6,104.9,101.8,96
Georgia Tech,Wake Forest,2018,1,101.8,96,104.6,104.9
San Jose State,Nevada,2018,0,91.8,113.7,114.1,95.2
Nevada,San Jose State,2018,1,114.1,95.2,91.8,113.7
Tennessee State,Belmont,2018,0,98.6,109.5,115,101.3
Belmont,Tennessee State,2018,1,115,101.3,98.6,109.5
Georgia,LSU,2018,0,105.9,101.7,118.6,97.5
LSU,Georgia,2018,1,118.6,97.5,105.9,101.7
Auburn,Mississippi St.,2018,0,119.7,96.3,117.5,96.7
Mississippi St.,Auburn,2018,1,117.5,96.7,119.7,96.3
Iowa,Minnesota,2018,0,117.2,101.3,110.7,96.3
Minnesota,Iowa,2018,1,110.7,96.3,117.2,101.3
Missouri,Auburn,2018,0,106.8,97,119.7,96.3
Auburn,Missouri,2018,1,119.7,96.3,106.8,97
Buffalo,Bowling Green,2018,0,115,94.6,108.3,102.1
Bowling Green,Buffalo,2018,1,108.3,102.1,115,94.6
Kennesaw State,Stetson,2018,0,91.8,110.7,97.6,113.3
Stetson,Kennesaw State,2018,1,97.6,113.3,91.8,110.7
San Francisco,Gonzaga,2018,0,111.8,101.9,125.2,92.5
Gonzaga,San Francisco,2018,1,125.2,92.5,111.8,101.9
San Jose State,New Mexico,2018,0,91.8,113.7,104,105.6
New Mexico,San Jose State,2018,1,104,105.6,91.8,113.7
Drexel,Towson,2018,0,105.5,112.9,100.1,110.6
Towson,Drexel,2018,1,100.1,110.6,105.5,112.9
Pepperdine,Gonzaga,2018,0,106.7,105.4,125.2,92.5
Gonzaga,Pepperdine,2018,1,125.2,92.5,106.7,105.4
Bowling Green,Ohio,2018,0,108.3,102.1,98.7,100.2
Ohio,Bowling Green,2018,1,98.7,100.2,108.3,102.1
West Virginia,Oklahoma,2018,0,109.1,101.9,109.5,94
Oklahoma,West Virginia,2018,1,109.5,94,109.1,101.9
Texas A&M,Mississippi St.,2018,0,107,99.5,117.5,96.7
Mississippi St.,Texas A&M,2018,1,117.5,96.7,107,99.5
UCLA,Utah,2018,0,108.5,102.6,114.3,108.9
Utah,UCLA,2018,1,114.3,108.9,108.5,102.6
Quinnipiac,NJIT,2018,0,105.3,111.5,102.2,103.1
NJIT,Quinnipiac,2018,1,102.2,103.1,105.3,111.5
North Alabama,Samford,2018,0,95.1,105.1,106.7,104.4
Samford,North Alabama,2018,1,106.7,104.4,95.1,105.1
Evansville,Xavier,2018,0,99.4,104.7,110.9,100.6
Xavier,Evansville,2018,1,110.9,100.6,99.4,104.7
Morgan State,DePaul,2018,0,92.6,110.6,110.7,104.5
DePaul,Morgan State,2018,1,110.7,104.5,92.6,110.6
Lafayette,Penn,2018,0,101.4,112.7,104,99.8
Penn,Lafayette,2018,1,104,99.8,101.4,112.7
Alabama A&M,BYU,2018,0,86.5,109.3,111.7,104.1
BYU,Alabama A&M,2018,1,111.7,104.1,86.5,109.3
Iona,Providence,2018,0,106.5,109.7,105,95.8
Providence,Iona,2018,1,105,95.8,106.5,109.7
McNeese State,SMU,2018,0,98.1,114.6,112,106.8
SMU,McNeese State,2018,1,112,106.8,98.1,114.6
Yale,Duke,2018,0,111.7,103.2,120.1,88.2
Duke,Yale,2018,1,120.1,88.2,111.7,103.2
Incarnate Word,LSU,2018,0,97.5,120.3,118.6,97.5
LSU,Incarnate Word,2018,1,118.6,97.5,97.5,120.3
Savannah State,Tennessee Tech,2018,0,96.3,116,89.6,104.6
Tennessee Tech,Savannah State,2018,1,89.6,104.6,96.3,116
Vermont,Lipscomb,2018,0,108,99.3,111,97.2
Lipscomb,Vermont,2018,1,111,97.2,108,99.3
Southern Utah,USC,2018,0,96.5,106.5,109.3,101.6
USC,Southern Utah,2018,1,109.3,101.6,96.5,106.5
Delaware,Hofstra,2018,0,104.8,112.9,116.3,108.7
Hofstra,Delaware,2018,1,116.3,108.7,104.8,112.9
Santa Clara,Gonzaga,2018,0,101.8,103.8,125.2,92.5
Gonzaga,Santa Clara,2018,1,125.2,92.5,101.8,103.8
South Alabama,Little Rock,2018,0,103.1,107.5,99.8,104.8
Little Rock,South Alabama,2018,1,99.8,104.8,103.1,107.5
Lehigh,Colgate,2018,0,108.7,109.5,110.1,105.8
Colgate,Lehigh,2018,1,110.1,105.8,108.7,109.5
New Mexico,Colorado State,2018,0,104,105.6,107.5,108.7
Colorado State,New Mexico,2018,1,107.5,108.7,104,105.6
Colgate,Army,2018,0,110.1,105.8,96.2,103
Army,Colgate,2018,1,96.2,103,110.1,105.8
UTEP,Marshall,2018,0,89.9,101.2,107.4,107.6
Marshall,UTEP,2018,1,107.4,107.6,89.9,101.2
New Mexico,Nevada,2018,0,104,105.6,114.1,95.2
Nevada,New Mexico,2018,1,114.1,95.2,104,105.6
DePaul,Butler,2018,0,110.7,104.5,110.8,101.1
Butler,DePaul,2018,1,110.8,101.1,110.7,104.5
Army,Lehigh,2018,0,96.2,103,108.7,109.5
Lehigh,Army,2018,1,108.7,109.5,96.2,103
Towson,Hofstra,2018,0,100.1,110.6,116.3,108.7
Hofstra,Towson,2018,1,116.3,108.7,100.1,110.6
Cal Baptist,Grand Canyon,2018,0,106.7,109.3,108.1,102
Grand Canyon,Cal Baptist,2018,1,108.1,102,106.7,109.3
Kansas,Texas Tech,2018,0,112.8,92.1,112.8,86
Texas Tech,Kansas,2018,1,112.8,86,112.8,92.1
East Carolina,Tulsa,2018,0,98,107,104.7,100.5
Tulsa,East Carolina,2018,1,104.7,100.5,98,107
Bowling Green,Akron,2018,0,108.3,102.1,99.9,93.8
Akron,Bowling Green,2018,1,99.9,93.8,108.3,102.1
Nebraska,Michigan State,2018,0,112.6,97.2,121.8,90.5
Michigan State,Nebraska,2018,1,121.8,90.5,112.6,97.2
DePaul,Creighton,2018,0,110.7,104.5,112.9,99.6
Creighton,DePaul,2018,1,112.9,99.6,110.7,104.5
Fairfield,Purdue,2018,0,95.8,107.3,121.1,95.1
Purdue,Fairfield,2018,1,121.1,95.1,95.8,107.3
Houston Baptist,Arizona,2018,0,102.9,112.6,105,98.2
Arizona,Houston Baptist,2018,1,105,98.2,102.9,112.6
Fairl. Dickinson,Rutgers,2018,0,106.7,110.5,105.6,96.3
Rutgers,Fairl. Dickinson,2018,1,105.6,96.3,106.7,110.5
Stanford,UNC,2018,0,103.4,98.2,119.9,90.8
UNC,Stanford,2018,1,119.9,90.8,103.4,98.2
Iona,New Mexico,2018,0,106.5,109.7,104,105.6
New Mexico,Iona,2018,1,104,105.6,106.5,109.7
Cal Baptist,Nevada,2018,0,106.7,109.3,114.1,95.2
Nevada,Cal Baptist,2018,1,114.1,95.2,106.7,109.3
Montana State,Arkansas,2018,0,107.5,115.2,110.3,97.3
Arkansas,Montana State,2018,1,110.3,97.3,107.5,115.2
Rice,Wichita State,2018,0,103,110.4,106,98.5
Wichita State,Rice,2018,1,106,98.5,103,110.4
Indiana,Duke,2018,0,110.2,95.1,120.1,88.2
Duke,Indiana,2018,1,120.1,88.2,110.2,95.1
Richmond,Georgetown,2018,0,106.8,110.1,109.2,101.9
Georgetown,Richmond,2018,1,109.2,101.9,106.8,110.1
Monmouth,Kentucky,2018,0,93,103.9,118.3,90.9
Kentucky,Monmouth,2018,1,118.3,90.9,93,103.9
Stanford,Kansas,2018,0,103.4,98.2,112.8,92.1
Kansas,Stanford,2018,1,112.8,92.1,103.4,98.2
Iowa,Michigan State,2018,0,117.2,101.3,121.8,90.5
Michigan State,Iowa,2018,1,121.8,90.5,117.2,101.3
McNeese State,Mississippi St.,2018,0,98.1,114.6,117.5,96.7
Mississippi St.,McNeese State,2018,1,117.5,96.7,98.1,114.6
Bryant,Columbia,2018,0,99.4,114.8,101.8,106.3
Columbia,Bryant,2018,1,101.8,106.3,99.4,114.8
Houston Baptist,Texas State,2018,0,102.9,112.6,102.1,97.7
Texas State,Houston Baptist,2018,1,102.1,97.7,102.9,112.6
Stetson,UCF,2018,0,97.6,113.3,110.5,95.8
UCF,Stetson,2018,1,110.5,95.8,97.6,113.3
Indiana State,TCU,2018,0,101.1,105.2,110.4,96.3
TCU,Indiana State,2018,1,110.4,96.3,101.1,105.2
Chattanooga,Ole Miss,2018,0,101.6,109.4,112.9,97.7
Ole Miss,Chattanooga,2018,1,112.9,97.7,101.6,109.4
Sacred Heart,Seton Hall,2018,0,104.2,110.7,109.3,96.6
Seton Hall,Sacred Heart,2018,1,109.3,96.6,104.2,110.7
BYU,San Diego State,2018,0,111.7,104.1,103.8,98.8
San Diego State,BYU,2018,1,103.8,98.8,111.7,104.1
Rider,VCU,2018,0,101.3,105.8,104.3,88.7
VCU,Rider,2018,1,104.3,88.7,101.3,105.8
UNC Asheville,Vanderbilt,2018,0,92.9,117,102.1,101.2
Vanderbilt,UNC Asheville,2018,1,102.1,101.2,92.9,117
Morehead State,Murray State,2018,0,102.4,109.9,112.2,98.7
Murray State,Morehead State,2018,1,112.2,98.7,102.4,109.9
Cleveland State,Green Bay,2018,0,101.6,111.6,103,106.5
Green Bay,Cleveland State,2018,1,103,106.5,101.6,111.6
Niagara,Manhattan,2018,0,101.6,115.2,89.4,104.6
Manhattan,Niagara,2018,1,89.4,104.6,101.6,115.2
Memphis,Houston,2018,0,109,97.7,114.2,91.8
Houston,Memphis,2018,1,114.2,91.8,109,97.7
Cleveland State,IUPUI,2018,0,101.6,111.6,103.4,105.8
IUPUI,Cleveland State,2018,1,103.4,105.8,101.6,111.6
Green Bay,Oakland,2018,0,103,106.5,107.4,109.5
Oakland,Green Bay,2018,1,107.4,109.5,103,106.5
Marist,Iona,2018,0,100.1,109.6,106.5,109.7
Iona,Marist,2018,1,106.5,109.7,100.1,109.6
Arizona,UCLA,2018,0,105,98.2,108.5,102.6
UCLA,Arizona,2018,1,108.5,102.6,105,98.2
Ole Miss,Florida,2018,0,112.9,97.7,110.3,91.9
Florida,Ole Miss,2018,1,110.3,91.9,112.9,97.7
TCU,Baylor,2018,0,110.4,96.3,113.6,98.3
Baylor,TCU,2018,1,113.6,98.3,110.4,96.3
Georgetown,Seton Hall,2018,0,109.2,101.9,109.3,96.6
Seton Hall,Georgetown,2018,1,109.3,96.6,109.2,101.9
South Alabama,Georgia State,2018,0,103.1,107.5,108,102.4
Georgia State,South Alabama,2018,1,108,102.4,103.1,107.5
Oregon,UCLA,2018,0,107.8,92.6,108.5,102.6
UCLA,Oregon,2018,1,108.5,102.6,107.8,92.6
Iowa,Ohio State,2018,0,117.2,101.3,109.3,94.3
Ohio State,Iowa,2018,1,109.3,94.3,117.2,101.3
Winthrop,Hampton,2018,0,106.4,107.7,107.5,110.1
Hampton,Winthrop,2018,1,107.5,110.1,106.4,107.7
Southern Utah,Montana State,2018,0,96.5,106.5,107.5,115.2
Montana State,Southern Utah,2018,1,107.5,115.2,96.5,106.5
Iowa State,West Virginia,2018,0,119.1,97.3,109.1,101.9
West Virginia,Iowa State,2018,1,109.1,101.9,119.1,97.3
SMU,Houston,2018,0,112,106.8,114.2,91.8
Houston,SMU,2018,1,114.2,91.8,112,106.8
Hartford,UMBC,2018,0,108.4,110.6,96,101.8
UMBC,Hartford,2018,1,96,101.8,108.4,110.6
Wagner,Seton Hall,2018,0,93.9,107.1,109.3,96.6
Seton Hall,Wagner,2018,1,109.3,96.6,93.9,107.1
Chicago State,Notre Dame,2018,0,90.3,118.3,108.3,100.8
Notre Dame,Chicago State,2018,1,108.3,100.8,90.3,118.3
Delaware State,Grand Canyon,2018,0,84.3,113.9,108.1,102
Grand Canyon,Delaware State,2018,1,108.1,102,84.3,113.9
Delaware State,Longwood,2018,0,84.3,113.9,96.3,106.6
Longwood,Delaware State,2018,1,96.3,106.6,84.3,113.9
Louisiana,Kansas,2018,0,106.6,107.8,112.8,92.1
Kansas,Louisiana,2018,1,112.8,92.1,106.6,107.8
North Florida,Wright State,2018,0,103.8,104.6,106.7,102
Wright State,North Florida,2018,1,106.7,102,103.8,104.6
Cleveland State,Ohio State,2018,0,101.6,111.6,109.3,94.3
Ohio State,Cleveland State,2018,1,109.3,94.3,101.6,111.6
Iona,Ohio,2018,0,106.5,109.7,98.7,100.2
Ohio,Iona,2018,1,98.7,100.2,106.5,109.7
VMI,Virginia Tech,2018,0,102.3,112.3,118.5,94.1
Virginia Tech,VMI,2018,1,118.5,94.1,102.3,112.3
South Carolina,Michigan,2018,0,108,98.3,115.6,86.2
Michigan,South Carolina,2018,1,115.6,86.2,108,98.3
Rider,Hofstra,2018,0,101.3,105.8,116.3,108.7
Hofstra,Rider,2018,1,116.3,108.7,101.3,105.8
San Diego State,California,2018,0,103.8,98.8,103,110.2
California,San Diego State,2018,1,103,110.2,103.8,98.8
Ball State,Evansville,2018,0,102.4,98.3,99.4,104.7
Evansville,Ball State,2018,1,99.4,104.7,102.4,98.3
South Dakota,Kansas,2018,0,100.4,106.1,112.8,92.1
Kansas,South Dakota,2018,1,112.8,92.1,100.4,106.1
North Alabama,VMI,2018,0,95.1,105.1,102.3,112.3
VMI,North Alabama,2018,1,102.3,112.3,95.1,105.1
Drexel,Hofstra,2018,0,105.5,112.9,116.3,108.7
Hofstra,Drexel,2018,1,116.3,108.7,105.5,112.9
Louisiana,Georgia State,2018,0,106.6,107.8,108,102.4
Georgia State,Louisiana,2018,1,108,102.4,106.6,107.8
Monmouth,Quinnipiac,2018,0,93,103.9,105.3,111.5
Quinnipiac,Monmouth,2018,1,105.3,111.5,93,103.9
Furman,UNC Greensboro,2018,0,109,96.3,106.6,97.9
UNC Greensboro,Furman,2018,1,106.6,97.9,109,96.3
Rutgers,Purdue,2018,0,105.6,96.3,121.1,95.1
Purdue,Rutgers,2018,1,121.1,95.1,105.6,96.3
South Carolina,LSU,2018,0,108,98.3,118.6,97.5
LSU,South Carolina,2018,1,118.6,97.5,108,98.3
Tennessee State,Austin Peay,2018,0,98.6,109.5,110.8,106.7
Austin Peay,Tennessee State,2018,1,110.8,106.7,98.6,109.5
Marshall,Louisiana Tech,2018,0,107.4,107.6,104.8,101.8
Louisiana Tech,Marshall,2018,1,104.8,101.8,107.4,107.6
Incarnate Word,New Orleans,2018,0,97.5,120.3,97,104.7
New Orleans,Incarnate Word,2018,1,97,104.7,97.5,120.3
Georgia,Alabama,2018,0,105.9,101.7,108.2,96.7
Alabama,Georgia,2018,1,108.2,96.7,105.9,101.7
George Washington,Richmond,2018,0,95.2,106,106.8,110.1
Richmond,George Washington,2018,1,106.8,110.1,95.2,106
Pepperdine,San Francisco,2018,0,106.7,105.4,111.8,101.9
San Francisco,Pepperdine,2018,1,111.8,101.9,106.7,105.4
IUPUI,Cleveland State,2018,0,103.4,105.8,101.6,111.6
Cleveland State,IUPUI,2018,1,101.6,111.6,103.4,105.8
Montana State,Montana,2018,0,107.5,115.2,107.5,103.9
Montana,Montana State,2018,1,107.5,103.9,107.5,115.2
New Mexico,San Jose State,2018,0,104,105.6,91.8,113.7
San Jose State,New Mexico,2018,1,91.8,113.7,104,105.6
UNLV,Nevada,2018,0,105.9,106.1,114.1,95.2
Nevada,UNLV,2018,1,114.1,95.2,105.9,106.1
Rutgers,Indiana,2018,0,105.6,96.3,110.2,95.1
Indiana,Rutgers,2018,1,110.2,95.1,105.6,96.3
Lamar,Georgia Tech,2018,0,103.1,107.7,101.8,96
Georgia Tech,Lamar,2018,1,101.8,96,103.1,107.7
Washington,Auburn,2018,0,107,93.7,119.7,96.3
Auburn,Washington,2018,1,119.7,96.3,107,93.7
Gardner-Webb,Furman,2018,0,107.6,108.3,109,96.3
Furman,Gardner-Webb,2018,1,109,96.3,107.6,108.3
Little Rock,Tulsa,2018,0,99.8,104.8,104.7,100.5
Tulsa,Little Rock,2018,1,104.7,100.5,99.8,104.8
Valparaiso,West Virginia,2018,0,98.1,102.9,109.1,101.9
West Virginia,Valparaiso,2018,1,109.1,101.9,98.1,102.9
Alcorn State,Mississippi St.,2018,0,88.8,113.5,117.5,96.7
Mississippi St.,Alcorn State,2018,1,117.5,96.7,88.8,113.5
Missouri State,Air Force,2018,0,103,103.9,100.5,107.4
Air Force,Missouri State,2018,1,100.5,107.4,103,103.9
Iona,VCU,2018,0,106.5,109.7,104.3,88.7
VCU,Iona,2018,1,104.3,88.7,106.5,109.7
Southern,Louisiana,2018,0,93.7,112.2,106.6,107.8
Louisiana,Southern,2018,1,106.6,107.8,93.7,112.2
Lafayette,Quinnipiac,2018,0,101.4,112.7,105.3,111.5
Quinnipiac,Lafayette,2018,1,105.3,111.5,101.4,112.7
Utah,Kentucky,2018,0,114.3,108.9,118.3,90.9
Kentucky,Utah,2018,1,118.3,90.9,114.3,108.9
Cleveland State,Illinois State,2018,0,101.6,111.6,101.2,104.6
Illinois State,Cleveland State,2018,1,101.2,104.6,101.6,111.6
Chicago State,Northwestern,2018,0,90.3,118.3,103,93.5
Northwestern,Chicago State,2018,1,103,93.5,90.3,118.3
Idaho State,Utah Valley,2018,0,101.9,118.2,108.9,102.1
